Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,ManagerID,TerminationDate
Deborah Evans,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,664,4,Female,2,Manager,1,Married,15402,7,No,3,1,1,3,1,3,0,787,
Teresa Bush,44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,665,1,Female,2,Human Resources,3,Single,5985,4,No,3,2,0,1,4,2,0,140,
Renee Cisneros,34,No,Travel_Rarely,Sales,14,3,Technical Degree,666,3,Female,3,Sales Representative,3,Divorced,2579,1,Yes,3,4,2,3,3,8,0,1578,
Jeffery Baker,27,Yes,Travel_Rarely,Sales,2,1,Marketing,667,3,Male,3,Sales Representative,1,Divorced,3041,0,No,3,2,1,3,3,4,0,625,2023-05-03
Robert Mitchell,21,No,Travel_Rarely,Sales,22,1,Technical Degree,669,3,Male,3,Sales Representative,3,Single,3447,1,No,3,3,0,2,3,3,1,597,
John Webster,44,No,Travel_Rarely,Research & Development,3,4,Other,671,4,Male,3,Manager,4,Married,19513,4,Yes,3,1,1,2,4,2,0,2022,
Erik Cooper,22,No,Travel_Rarely,Research & Development,6,1,Medical,675,1,Male,3,Research Scientist,3,Married,2773,0,No,4,4,0,3,3,2,2,1074,
James Brown,33,No,Travel_Rarely,Sales,8,4,Marketing,677,3,Male,3,Sales Executive,3,Divorced,7104,0,No,3,4,0,3,3,5,1,1048,
Paula Davis,32,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,679,1,Female,3,Research Scientist,4,Married,6322,1,Yes,3,4,1,2,2,6,0,549,2021-02-20
Kathryn Wright,30,No,Travel_Frequently,Research & Development,3,3,Medical,680,3,Female,3,Research Scientist,3,Divorced,2083,1,No,4,3,1,2,3,1,0,2022,
Holly Murillo,53,No,Travel_Rarely,Sales,1,1,Medical,682,4,Female,3,Sales Executive,1,Single,8381,7,No,4,4,0,2,4,14,8,625,
Sean Morrison,34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,683,2,Male,3,Research Scientist,4,Married,2691,1,No,3,4,1,4,2,10,8,429,
Linda Wilson,45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,684,1,Female,3,Sales Executive,1,Married,4286,2,No,3,4,2,4,3,1,0,38,2021-07-15
Lauren Chavez,26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,686,3,Female,3,Laboratory Technician,4,Married,2659,1,Yes,3,3,1,2,3,3,0,1516,
Jason Davis,37,No,Travel_Rarely,Research & Development,3,3,Other,689,3,Male,3,Manufacturing Director,3,Married,9434,1,No,3,3,1,2,3,10,7,381,
Amber Daniels,29,No,Travel_Rarely,Sales,3,2,Medical,690,2,Female,3,Sales Executive,3,Married,5561,1,No,3,1,1,5,2,6,1,1267,
Devin Rivas,35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,691,2,Male,1,Research Scientist,4,Single,6646,1,No,3,2,0,3,3,17,11,582,
Tony Bailey,33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,692,3,Male,3,Healthcare Representative,4,Divorced,7725,3,No,4,3,1,2,1,13,4,531,
Daniel Harrison,54,No,Travel_Rarely,Human Resources,19,4,Medical,698,3,Male,3,Human Resources,2,Married,10725,2,No,3,3,1,1,4,9,7,148,
John Bishop,36,No,Travel_Rarely,Research & Development,9,2,Medical,699,2,Male,2,Manufacturing Director,2,Divorced,8847,2,Yes,3,3,1,2,3,3,0,1866,
Eric Arroyo,27,No,Travel_Rarely,Research & Development,3,4,Medical,700,1,Male,2,Research Scientist,4,Single,2045,0,No,3,4,0,0,3,4,1,531,
Michael Wilson,20,Yes,Travel_Rarely,Research & Development,10,1,Medical,701,4,Male,3,Research Scientist,3,Single,1009,1,Yes,3,4,0,5,3,1,1,664,2021-12-02
Jonathan Rose,33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,702,1,Male,3,Research Scientist,1,Single,3348,1,Yes,3,1,0,3,3,10,9,1336,2021-10-21
David Ross,35,No,Non-Travel,Research & Development,3,3,Life Sciences,704,3,Male,2,Laboratory Technician,3,Married,1281,1,No,3,3,2,3,3,1,0,1191,
Dustin Hamilton,23,No,Travel_Rarely,Research & Development,4,3,Medical,705,1,Male,4,Research Scientist,1,Married,2819,2,No,3,1,1,3,4,3,0,809,
Marcus Wilson,25,No,Travel_Rarely,Sales,8,3,Life Sciences,707,4,Male,4,Sales Executive,2,Married,4851,0,No,4,3,1,4,3,3,1,1740,
Caitlin Rose,38,No,Travel_Rarely,Sales,7,4,Marketing,709,4,Female,2,Sales Executive,4,Single,4028,0,No,4,1,0,2,3,7,0,1045,
John Gross,29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,710,2,Male,1,Research Scientist,4,Divorced,2720,1,No,3,4,1,5,3,10,2,84,
David Johnson,48,No,Travel_Rarely,Sales,2,1,Marketing,712,2,Male,4,Sales Executive,2,Married,8120,3,No,3,4,0,3,3,2,2,363,
Krista Hayes,27,No,Travel_Frequently,Sales,3,1,Medical,714,4,Female,4,Sales Executive,4,Divorced,4647,1,Yes,4,2,2,3,3,6,0,851,
Brendan Vega,37,No,Travel_Rarely,Research & Development,10,2,Life Sciences,715,4,Male,4,Research Scientist,4,Single,4680,3,No,3,1,0,2,3,1,0,376,
David Harmon,50,No,Travel_Rarely,Research & Development,28,1,Medical,716,4,Male,4,Laboratory Technician,3,Married,3221,1,Yes,3,3,3,3,3,20,3,1306,
Beth Gomez,34,No,Travel_Rarely,Research & Development,9,3,Medical,717,4,Female,2,Healthcare Representative,2,Single,8621,1,No,3,2,0,3,4,8,7,505,
Amy York,24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,720,1,Female,3,Sales Executive,3,Single,4577,9,No,3,1,0,3,3,2,2,158,2023-10-16
Julie Riley,39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,721,4,Female,2,Healthcare Representative,3,Single,4553,1,No,3,1,0,4,3,20,11,259,
Ronald King,32,No,Travel_Rarely,Sales,10,3,Marketing,722,4,Male,3,Sales Executive,4,Single,5396,1,No,3,4,0,2,2,10,0,1280,
Jeffrey Moore,50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,723,2,Male,3,Sales Executive,3,Married,6796,3,Yes,3,1,1,4,3,4,1,1048,2021-01-15
Kim Wheeler,38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,724,2,Female,4,Healthcare Representative,4,Single,7625,0,No,3,3,0,4,2,9,1,1665,
Misty Miller,27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,725,3,Female,3,Manufacturing Director,1,Married,7412,1,No,3,4,0,3,3,9,0,1892,
Leslie Hill,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,727,3,Female,3,Research Director,4,Single,11159,3,No,3,4,0,6,3,7,7,569,
Warren Rodgers,47,No,Travel_Rarely,Sales,14,4,Marketing,728,4,Male,3,Sales Executive,1,Single,4960,2,No,3,4,0,2,3,7,1,1280,
Michael Wood,40,No,Travel_Frequently,Sales,5,4,Life Sciences,729,4,Male,2,Sales Executive,1,Married,10475,5,Yes,4,3,1,2,3,18,1,1602,
Troy Johnson,53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,730,3,Male,4,Research Director,3,Married,14814,3,No,3,3,0,3,3,5,1,264,
Michael Avila,41,No,Travel_Rarely,Human Resources,10,4,Human Resources,731,2,Male,2,Manager,4,Divorced,19141,3,No,3,2,3,2,2,21,12,1352,
Jeffrey Smith,60,No,Travel_Rarely,Sales,16,4,Marketing,732,1,Male,3,Sales Executive,1,Single,5405,8,No,3,4,0,1,3,2,2,1938,
Bradley Villa,27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,733,4,Male,3,Manufacturing Director,1,Divorced,8793,1,No,4,3,2,4,2,9,1,381,
Johnathan Smith,41,No,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,Manager,3,Married,19189,1,No,3,2,1,3,3,22,2,734,
Matthew Foster,50,No,Travel_Rarely,Sales,8,4,Marketing,738,4,Male,3,Sales Representative,2,Married,3875,7,No,3,4,1,2,3,2,2,158,
Tara Gillespie,28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,741,1,Female,1,Research Scientist,2,Single,2216,7,Yes,3,4,0,4,3,7,3,1644,2023-06-23
Rachel Woodward,36,No,Non-Travel,Research & Development,8,3,Life Sciences,742,1,Female,4,Research Director,1,Married,11713,9,No,3,1,1,2,3,8,0,905,
Michelle Nielsen,38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,743,3,Female,3,Manufacturing Director,3,Single,7861,4,Yes,3,4,0,4,4,1,0,32,
Roberto James,44,No,Non-Travel,Research & Development,24,3,Medical,744,1,Male,1,Laboratory Technician,3,Single,3708,2,No,3,3,0,5,3,5,1,1201,
Olivia Ochoa,47,No,Travel_Frequently,Sales,3,3,Medical,746,4,Female,3,Sales Executive,3,Divorced,13770,9,Yes,3,4,2,2,2,22,11,1740,
Mathew Haynes,30,No,Travel_Rarely,Sales,27,5,Marketing,747,3,Male,3,Sales Executive,4,Divorced,5304,7,No,4,4,1,2,2,8,7,597,
Jonathan Lopez,29,No,Travel_Rarely,Sales,10,3,Life Sciences,749,3,Male,3,Sales Representative,3,Single,2642,1,No,3,3,0,6,3,1,0,1124,
Anthony Edwards,42,Yes,Travel_Frequently,Research & Development,19,3,Medical,752,3,Male,4,Research Scientist,3,Divorced,2759,6,Yes,3,4,0,2,3,2,2,905,2023-11-06
Bruce Wilson,43,No,Travel_Frequently,Sales,15,3,Life Sciences,754,4,Male,2,Sales Executive,4,Married,6804,3,No,3,3,1,5,3,2,2,323,
Maria Bridges,34,No,Travel_Rarely,Research & Development,8,2,Medical,757,2,Female,3,Healthcare Representative,3,Single,6142,3,No,3,4,0,2,3,5,4,1516,
David Dunn,23,No,Travel_Rarely,Research & Development,9,1,Medical,758,2,Male,3,Laboratory Technician,1,Married,2500,1,No,3,4,1,2,4,4,0,582,
Yolanda Nicholson,39,No,Travel_Rarely,Human Resources,3,3,Human Resources,760,3,Female,4,Human Resources,2,Married,6389,9,No,3,3,1,3,1,8,3,1625,
Daniel Frost,56,No,Travel_Rarely,Research & Development,9,3,Medical,762,3,Male,3,Healthcare Representative,4,Married,11103,7,No,3,3,0,1,2,10,1,569,
Rebecca Padilla,40,No,Travel_Rarely,Research & Development,2,1,Medical,763,4,Female,2,Research Scientist,4,Single,2342,0,Yes,4,4,0,2,2,4,2,1516,
Julie Barron,27,No,Travel_Rarely,Research & Development,7,3,Medical,764,4,Female,2,Healthcare Representative,1,Single,6811,8,No,3,1,0,2,1,7,0,264,
Evan Gilbert,29,No,Travel_Rarely,Sales,10,3,Marketing,766,4,Male,3,Sales Representative,2,Divorced,2297,1,No,3,4,2,2,3,2,2,1029,
Clayton Bowers,53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,Laboratory Technician,4,Single,2450,2,No,3,4,0,4,3,2,2,1191,
Kristen Ellis,35,Yes,Non-Travel,Research & Development,2,4,Life Sciences,771,4,Female,3,Healthcare Representative,1,Divorced,5093,2,No,3,1,1,2,4,1,0,549,2023-12-15
Glenn Anderson,32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,772,1,Male,3,Laboratory Technician,4,Married,5309,1,No,3,4,2,2,3,10,4,1516,
Matthew Randolph,38,No,Travel_Rarely,Research & Development,2,5,Medical,773,4,Male,3,Research Scientist,3,Married,3057,6,Yes,3,2,1,0,1,1,0,820,
Jessica Sweeney,34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,775,2,Female,3,Manufacturing Director,1,Divorced,5121,3,No,3,3,1,3,3,0,0,569,
Thomas Hansen,52,No,Travel_Rarely,Sales,3,4,Marketing,776,3,Male,2,Manager,1,Married,16856,1,No,3,1,0,3,4,34,1,1267,
Kenneth Garcia,33,Yes,Travel_Rarely,Research & Development,1,4,Other,780,4,Male,3,Research Scientist,4,Single,2686,1,Yes,3,3,0,2,2,10,7,1595,2020-06-12
Donna Kirk,25,No,Travel_Rarely,Sales,26,1,Medical,781,3,Female,3,Sales Executive,4,Single,6180,1,No,4,2,0,5,2,6,1,992,
Jonathon Wall,45,No,Travel_Rarely,Sales,2,2,Technical Degree,783,2,Male,1,Sales Representative,3,Single,6632,0,No,3,1,0,3,3,8,3,1824,
Eric Bond,23,No,Travel_Rarely,Research & Development,10,1,Medical,784,1,Male,4,Research Scientist,3,Single,3505,1,No,3,4,0,3,3,2,0,319,
Amanda Martinez,47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,785,2,Female,4,Sales Executive,3,Single,6397,4,Yes,3,4,0,2,3,5,1,597,2024-07-25
Joseph Knight,34,No,Travel_Rarely,Sales,2,3,Other,786,4,Male,3,Sales Executive,4,Single,6274,1,No,4,3,0,5,3,6,1,1277,
Brett Miles,55,Yes,Travel_Rarely,Research & Development,2,3,Medical,787,4,Male,3,Manager,1,Married,19859,5,Yes,3,4,1,2,3,5,1,1516,2023-10-02
Joshua Wheeler,36,No,Non-Travel,Sales,8,4,Life Sciences,789,1,Male,2,Sales Executive,1,Single,7587,1,No,3,2,0,1,3,10,0,1204,
William Reed,52,No,Non-Travel,Research & Development,19,4,Medical,791,4,Male,3,Research Scientist,4,Married,4258,0,No,3,1,1,3,3,4,1,1520,
Danielle Goodwin,26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,792,1,Female,1,Laboratory Technician,4,Divorced,4364,3,No,3,1,1,2,3,2,2,1677,
Megan Simon,29,No,Travel_Rarely,Research & Development,27,3,Medical,793,2,Female,3,Healthcare Representative,3,Married,4335,4,No,3,1,1,3,2,8,1,376,
Allen Williams,26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,796,4,Male,2,Sales Executive,1,Single,5326,6,No,3,3,0,2,2,4,1,1938,2023-02-11
Joyce Parker,34,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,797,2,Female,4,Research Scientist,4,Single,3280,2,No,3,3,0,2,3,4,1,549,2023-11-13
Sonya Smith,54,No,Travel_Rarely,Research & Development,19,4,Medical,799,4,Female,3,Manufacturing Director,1,Divorced,5485,9,Yes,3,2,2,4,3,5,1,809,
Keith Diaz,27,No,Travel_Frequently,Sales,8,1,Marketing,800,3,Male,3,Sales Executive,4,Married,4342,0,No,3,2,1,3,3,4,1,1824,
Dawn Strong,37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,802,4,Female,3,Research Scientist,1,Divorced,2782,0,Yes,3,2,2,3,2,5,4,2031,
Lori Rodriguez,38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,803,1,Female,4,Manufacturing Director,1,Single,5980,6,Yes,3,4,0,2,3,15,4,32,
Katherine Evans,34,No,Travel_Rarely,Research & Development,2,4,Medical,804,3,Female,2,Research Scientist,1,Single,4381,1,No,3,3,0,3,3,6,1,549,
Jenna Smith,35,No,Travel_Rarely,Sales,8,4,Life Sciences,805,1,Female,3,Sales Representative,4,Married,2572,1,No,3,2,1,1,2,3,0,992,
Nathan Norton,30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,806,4,Male,1,Laboratory Technician,3,Married,3833,3,No,4,3,2,2,3,2,0,428,
Jane Ellis,40,No,Travel_Frequently,Research & Development,2,2,Medical,807,3,Female,4,Healthcare Representative,2,Married,4244,1,No,4,4,1,2,3,8,3,905,
Sarah Taylor,34,No,Travel_Rarely,Sales,8,2,Life Sciences,808,3,Female,3,Sales Executive,1,Married,6500,5,No,3,2,1,1,3,3,1,1038,
Matthew Roberts,42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,809,2,Male,3,Manager,4,Divorced,18430,1,No,3,2,1,4,2,24,14,1074,
Paul Santos,23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,811,3,Male,4,Laboratory Technician,1,Married,1601,1,Yes,4,3,2,2,3,0,0,976,2023-12-28
Brad Schwartz,24,No,Non-Travel,Research & Development,9,3,Life Sciences,812,3,Male,2,Laboratory Technician,2,Divorced,2694,1,No,3,3,3,4,3,1,0,976,
Natalie Williams,52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,813,4,Female,3,Laboratory Technician,3,Married,3149,8,No,4,2,1,3,3,5,1,1520,
Donald Gallegos,50,No,Travel_Rarely,Research & Development,2,3,Medical,815,3,Male,3,Research Director,3,Married,17639,5,No,3,4,0,3,3,4,0,428,
Jessica Walker,29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,816,2,Female,2,Laboratory Technician,1,Married,2319,1,Yes,3,4,1,1,3,1,0,1191,2021-10-28
Brian Clarke,33,No,Travel_Rarely,Research & Development,7,3,Medical,817,3,Male,3,Research Director,3,Married,11691,0,No,3,4,0,3,4,13,3,1109,
Stephanie Robinson,33,Yes,Travel_Rarely,Sales,16,3,Marketing,819,1,Female,3,Sales Executive,1,Single,5324,5,No,3,3,0,3,3,3,0,558,2023-02-19
Christine Jensen,47,No,Travel_Rarely,Research & Development,2,2,Other,820,3,Female,3,Manager,4,Married,16752,1,Yes,3,3,1,3,2,26,3,1516,
Mary Gibson,36,No,Travel_Rarely,Research & Development,1,3,Other,823,3,Female,3,Manufacturing Director,2,Married,5228,0,No,3,1,1,2,3,9,0,253,
Alan Conner,29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,824,3,Male,4,Research Scientist,3,Married,2700,1,No,4,3,1,3,3,10,0,546,
Ralph Martinez,58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,825,4,Male,3,Research Director,2,Single,19246,7,Yes,3,4,0,2,3,31,13,1191,2021-06-10
Heather Hood,35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,826,4,Female,4,Research Scientist,3,Single,2506,3,No,3,3,0,0,3,2,2,1516,
Colleen Robinson,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,827,4,Female,2,Manufacturing Director,4,Married,6062,9,Yes,3,4,1,4,3,4,0,1334,
Joshua Martin,28,Yes,Travel_Rarely,Research & Development,2,4,Medical,828,3,Male,3,Research Scientist,3,Single,4382,6,No,3,4,0,3,2,2,2,1321,2024-03-20
Joseph Obrien,36,No,Travel_Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,Human Resources,2,Married,2143,4,No,3,2,1,2,3,5,0,1338,
Melissa Yu,32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,830,3,Female,2,Manufacturing Director,3,Married,6162,1,No,3,3,1,3,3,14,6,253,
Christian Chambers,40,No,Travel_Frequently,Research & Development,16,4,Medical,832,1,Male,2,Laboratory Technician,3,Single,5094,6,No,3,4,0,6,3,1,0,2022,
Erin West,30,No,Travel_Rarely,Research & Development,2,3,Medical,833,3,Female,2,Manufacturing Director,4,Single,6877,5,Yes,4,2,0,4,2,0,0,1786,
Jennifer Pitts,45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,834,2,Female,2,Research Scientist,3,Single,2274,1,No,3,4,0,3,3,1,0,444,
Craig Massey,42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,836,2,Male,3,Manufacturing Director,2,Married,4434,1,No,3,4,1,3,2,9,7,1520,
Wayne Moore,38,Yes,Travel_Frequently,Research & Development,12,3,Life Sciences,837,1,Male,2,Healthcare Representative,1,Divorced,6288,2,No,3,3,1,3,2,4,1,549,2019-05-18
Janet Nelson,34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,838,3,Female,2,Research Scientist,4,Single,2553,1,No,3,3,0,3,3,5,1,429,
Lindsey Flores,49,Yes,Travel_Rarely,Sales,11,3,Marketing,840,3,Female,3,Sales Executive,4,Married,7654,1,No,3,1,2,3,4,9,7,597,2023-06-27
Timothy Craig,55,Yes,Travel_Rarely,Sales,2,1,Medical,842,3,Male,3,Sales Executive,4,Single,5160,4,No,3,3,0,3,2,9,7,473,2023-12-27
Michael Jones,43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,843,2,Male,3,Research Director,1,Married,17159,6,No,4,3,1,3,3,4,1,84,
Paul Spencer,27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,844,3,Male,2,Research Director,4,Divorced,12808,1,Yes,3,2,1,3,3,9,0,153,
Timothy Guzman,35,No,Travel_Rarely,Research & Development,7,3,Other,845,3,Male,3,Manufacturing Director,3,Single,10221,3,No,4,2,0,3,4,8,1,444,
Joyce Morse,28,No,Travel_Rarely,Sales,2,4,Marketing,846,2,Female,3,Sales Executive,2,Married,4779,1,Yes,4,1,0,2,3,8,7,1578,
Jorge Skinner,34,No,Travel_Rarely,Human Resources,3,2,Human Resources,847,3,Male,3,Human Resources,4,Married,3737,0,No,3,3,1,1,1,3,0,1625,
Katrina Day,26,Yes,Travel_Frequently,Research & Development,5,2,Medical,848,3,Female,2,Research Scientist,3,Married,2366,1,Yes,3,1,1,2,3,8,1,1866,2019-11-22
William Shepard,27,No,Non-Travel,Research & Development,3,3,Medical,850,4,Male,3,Research Scientist,4,Married,1706,1,No,3,3,3,6,2,0,0,226,
Cynthia Smith,51,No,Travel_Rarely,Sales,26,4,Marketing,851,1,Female,3,Manager,3,Married,16307,2,No,3,3,1,2,2,20,4,1527,
Lawrence Floyd,44,No,Travel_Rarely,Research & Development,4,3,Medical,852,4,Male,3,Healthcare Representative,2,Single,5933,9,No,3,4,0,2,2,5,2,820,
Thomas Potts,25,No,Travel_Rarely,Research & Development,2,1,Medical,854,1,Male,4,Research Scientist,1,Single,3424,7,No,3,3,0,3,2,4,0,1334,
David Campbell,33,No,Travel_Rarely,Sales,1,3,Medical,855,1,Male,4,Sales Executive,1,Divorced,4037,1,No,4,1,1,5,3,9,0,1938,
Linda Hunter,35,No,Travel_Rarely,Research & Development,27,1,Medical,856,3,Female,2,Research Scientist,1,Single,2559,1,No,3,4,0,3,2,6,1,381,
Michael Mann,36,No,Travel_Rarely,Sales,1,2,Life Sciences,857,2,Male,3,Sales Executive,4,Married,6201,1,Yes,3,4,1,1,2,18,4,1204,
Roger Osborn,32,No,Travel_Rarely,Sales,13,4,Life Sciences,859,2,Male,3,Sales Executive,4,Divorced,4403,2,No,3,3,1,3,2,5,0,1591,
Neil Allen,30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,861,2,Male,2,Research Scientist,4,Divorced,3761,9,No,3,2,1,3,2,5,0,809,
Kelli Rodriguez,53,No,Travel_Rarely,Sales,7,2,Marketing,862,1,Female,2,Sales Executive,4,Married,10934,7,Yes,3,4,1,3,3,5,0,776,
Joseph Davis,45,No,Travel_Rarely,Sales,9,3,Marketing,864,4,Male,3,Sales Executive,1,Divorced,10761,4,Yes,3,3,1,2,3,5,0,473,
Joyce Oconnell,32,No,Travel_Rarely,Research & Development,8,2,Medical,865,3,Female,4,Research Scientist,3,Married,5175,5,No,3,3,1,3,2,5,1,1336,
Tiffany Young,52,No,Travel_Frequently,Research & Development,25,4,Medical,867,3,Female,2,Manufacturing Director,4,Married,13826,3,No,4,3,0,3,3,9,0,1595,
Jeffrey Robinson,37,No,Travel_Rarely,Sales,16,4,Marketing,868,4,Male,2,Sales Executive,3,Divorced,6334,4,No,3,4,2,2,3,1,0,23,
Charles Moore,28,No,Travel_Rarely,Human Resources,8,2,Medical,869,2,Male,2,Human Resources,4,Divorced,4936,1,No,3,4,1,6,3,5,0,148,
Jose Zimmerman,22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,Manufacturing Director,4,Married,4775,6,No,4,1,2,2,1,2,2,1866,
Gregory Perez,44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,874,1,Male,4,Laboratory Technician,4,Married,2818,2,Yes,4,3,1,2,2,3,0,905,
Dustin Dean,42,No,Travel_Frequently,Research & Development,2,1,Medical,875,2,Male,3,Research Scientist,4,Single,2515,5,Yes,3,4,0,2,3,2,2,429,
Zachary Brown,36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,878,1,Male,2,Human Resources,1,Married,2342,0,No,4,3,0,3,3,5,0,644,
Steven Walker,25,No,Travel_Rarely,Sales,3,1,Other,879,3,Male,3,Sales Executive,1,Married,4194,1,Yes,3,4,0,3,3,5,0,1676,
Dana Green,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,880,4,Female,2,Manufacturing Director,3,Married,10685,1,Yes,4,2,1,2,3,17,5,1074,
Adrienne Morris,35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,881,4,Female,3,Research Scientist,2,Divorced,2022,1,Yes,3,1,1,3,2,10,7,199,2021-06-01
Scott Murphy,32,No,Non-Travel,Research & Development,1,3,Life Sciences,882,4,Male,3,Laboratory Technician,4,Divorced,2314,0,No,3,2,1,2,3,3,0,1256,
Timothy Floyd,25,No,Travel_Rarely,Sales,4,1,Marketing,885,3,Male,2,Sales Executive,1,Married,4256,1,No,3,1,0,1,4,5,0,776,
Cynthia Haynes,49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,Research Scientist,1,Married,3580,2,No,3,2,1,2,3,4,0,264,
Anthony Mclean,24,No,Non-Travel,Research & Development,4,1,Life Sciences,888,1,Male,2,Laboratory Technician,4,Married,3162,0,No,3,4,0,2,2,5,3,1074,
Joshua Powers,32,No,Travel_Frequently,Sales,5,2,Life Sciences,889,2,Male,3,Sales Executive,2,Married,6524,1,No,3,4,1,3,3,10,5,410,
Michael Holmes,38,No,Travel_Rarely,Sales,9,3,Marketing,893,2,Male,2,Sales Representative,2,Married,2899,0,No,3,4,1,3,3,2,1,1527,
Rebecca Wells,42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,894,3,Female,4,Laboratory Technician,4,Married,5231,2,Yes,3,2,1,1,2,5,1,1516,
Lee Carrillo,31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,895,4,Male,3,Research Scientist,4,Married,2356,3,Yes,3,2,1,2,3,6,0,1201,
Tammy Martin,29,Yes,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,Sales Representative,3,Divorced,2800,6,Yes,3,3,3,3,3,3,0,1824,2023-03-07
